,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000071,2016-10-31,52.714285714285715,512.5238095238095,9.043178569943851,14.904761904761903,1134.8535714285715,5.0,5.642857142857142,51.596657541435654,11.300150873461853,14.097338059486717,30.452380952380953,105.0,100.0
2,sn000071,2016-11-30,51.85454545454545,512.1636363636363,9.149530211634069,14.454545454545455,1124.0533333333335,5.0,5.054545454545455,43.103922617522706,4.6705864155783985,34.021843463032305,28.4,100.0,99.0
3,sn000071,2016-12-31,51.78823529411765,512.7411764705881,9.448771737782844,13.847058823529412,1108.6741176470591,5.0,4.941176470588236,48.71349591535051,8.129252789425134,61.3699534429502,27.2,99.0,98.0
4,sn000071,2017-01-31,51.28723404255321,512.3297872340426,9.208745413796553,14.5,1132.4425531914897,5.0,5.0638297872340425,38.94527676546488,7.880951242592852,94.83133698675545,25.80851063829787,98.0,100.0
5,sn000071,2017-02-28,52.439560439560445,512.6373626373627,9.369088895762337,14.494505494505495,1152.6565934065934,5.0,5.582417582417582,42.11431401299744,8.65134727012936,127.79014793585286,26.714285714285715,100.0,102.0
6,sn000071,2017-03-31,52.35064935064935,512.4285714285714,9.099436656489946,14.935064935064936,1139.9127705627704,5.0,5.207792207792208,38.502053246364696,6.022127440727982,165.04332516342913,27.831168831168828,102.0,100.0
7,sn000071,2017-04-30,53.034883720930225,512.9767441860465,9.005572303173823,14.883720930232556,1121.945542635659,5.0,5.27906976744186,39.47254015013541,7.443423043357277,197.61859133479618,28.80232558139535,100.0,99.0
8,sn000071,2017-05-31,51.58620689655172,512.2241379310344,8.854578323425304,15.56896551724138,1152.996264367816,5.0,5.017241379310344,39.78575559542126,7.880826751023567,226.00274576991802,30.017241379310345,99.0,102.0
9,sn000071,2017-06-30,49.73333333333333,510.86666666666673,9.121678876678876,14.4,1108.4600000000003,5.0,5.6,35.472345571035866,9.980444590404174,241.95039692205586,30.93333333333333,102.0,98.0
10,sn000071,2017-07-31,49.44680851063829,511.468085106383,9.138440413437694,14.127659574468085,1079.8634751773052,5.0,4.51063829787234,45.7458897146957,5.496404229536031,259.4506712734854,32.46808510638298,98.0,95.0
11,sn000071,2017-08-31,49.54054054054054,511.40540540540536,9.074374432269172,14.837837837837839,1111.9373873873876,5.0,4.0540540540540535,37.13382336681958,4.727509419937022,283.7309694731821,32.594594594594604,95.0,98.0
12,sn000071,2017-09-30,51.0,511.5849056603773,9.012771295871218,14.547169811320755,1084.7918238993716,5.0,4.69811320754717,52.72347851137452,6.92059451856356,304.2865580340436,31.22641509433962,98.0,96.0
13,sn000071,2017-10-31,50.32352941176471,510.9117647058823,10.26554581290364,13.235294117647056,1121.6931372549018,5.0,5.235294117647058,43.68500917134266,3.2719915456912787,328.2085330083367,30.676470588235286,96.0,99.0
