,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000023,2016-10-31,52.72,511.54,9.484768060886484,14.08,1120.069666666667,5.0,5.14,49.094283522148636,4.324714787465816,15.733115678221212,21.12,98.0,100.0
2,sn000023,2016-11-30,52.90625,511.4375,9.357193955837047,14.765625,1162.5343750000004,5.0,5.6875,50.67459987827974,6.1097376976727995,39.79247143974155,19.40625,100.0,104.0
3,sn000023,2016-12-31,52.122448979591844,510.9489795918368,9.413606892535306,14.234693877551019,1137.6198979591834,5.0,4.979591836734694,47.73105307212602,9.400148175314929,71.95112032207714,20.081632653061224,104.0,102.0
4,sn000023,2017-01-31,51.892156862745104,509.10784313725486,9.46121404037426,13.627450980392153,1092.0565359477118,5.0,5.0588235294117645,40.51610306426678,10.34106340775919,106.33670116043623,19.205882352941178,102.0,97.0
5,sn000023,2017-02-28,52.40243902439025,512.060975609756,9.44160030430367,14.48780487804878,1152.1091463414634,5.0,5.719512195121951,43.29191350520614,8.763170903958304,138.00748227993878,20.646341463414632,97.0,103.0
6,sn000023,2017-03-31,52.47619047619048,512.047619047619,8.966017480954891,15.023809523809526,1127.1882936507945,5.0,5.083333333333333,48.80700462989624,8.895720644634395,179.940604548422,21.297619047619047,103.0,101.0
7,sn000023,2017-04-30,51.30263157894736,511.06578947368416,8.917957013509094,15.197368421052632,1150.666885964912,5.0,5.078947368421051,36.953266523208775,9.469444821576484,216.49317075883363,22.5,101.0,103.0
8,sn000023,2017-05-31,50.72602739726028,511.16438356164383,8.888191591737122,15.684931506849315,1170.4221461187212,5.0,5.452054794520548,39.08439542080181,7.483438530924914,248.26232551247426,24.410958904109588,103.0,104.0
9,sn000023,2017-06-30,50.85333333333333,512.1333333333333,9.091759988778566,15.0,1147.9684444444451,5.0,5.12,49.33884561935898,7.220271226357029,282.545170444259,27.77333333333333,104.0,103.0
10,sn000023,2017-07-31,48.61194029850746,510.37313432835816,8.91951720133447,15.044776119402982,1108.148009950249,5.0,5.4179104477611935,49.61116519745314,7.633150634485178,310.80215310700993,26.895522388059703,103.0,99.0
11,sn000023,2017-08-31,49.70967741935484,511.38709677419365,8.645770239503387,15.483870967741936,1113.074731182796,5.0,4.838709677419356,42.66167456328957,5.912747871524366,340.13280099925447,27.612903225806452,99.0,99.0
12,sn000023,2017-09-30,50.64150943396226,511.3207547169811,9.085205870889176,14.566037735849054,1106.9059748427676,5.0,5.566037735849056,59.280446815670025,5.488552320635495,366.76640743488855,23.13207547169811,99.0,99.0
13,sn000023,2017-10-31,49.75,511.6071428571428,10.276364410211233,13.857142857142858,1172.461904761905,5.0,5.642857142857142,61.19476523756796,4.639022864283722,390.845932898605,22.035714285714285,99.0,105.0
14,sn000023,2017-11-30,51.14754098360656,507.85245901639337,9.387272093865636,14.196721311475411,1089.4090163934425,5.0,5.213114754098362,49.76055092206601,7.017426096253537,409.1615448476049,21.475409836065573,105.0,97.0
15,sn000023,2017-12-31,52.77777777777778,506.641975308642,9.586996718886695,13.641975308641975,1079.2866255144033,5.0,5.25925925925926,42.39067498135157,11.096375751713646,437.8271580744474,19.666666666666668,97.0,96.0
16,sn000023,2018-01-31,52.157894736842096,509.93421052631584,8.666676135039138,14.86842105263158,1079.8692982456141,5.0,5.7105263157894735,30.59483039452022,8.504132773631468,463.42876296220857,19.539473684210527,96.0,96.0
17,sn000023,2018-02-28,53.338028169014095,506.32394366197184,9.557610095698603,14.647887323943662,1143.1748826291087,5.0,5.408450704225352,47.151852823202496,7.539609070881686,494.8931820718962,20.056338028169016,96.0,102.0
18,sn000023,2018-03-31,53.44736842105264,508.4605263157895,9.802758143340675,14.342105263157894,1129.296710526316,5.0,6.052631578947367,50.57655268002491,7.074890134300767,530.2361769993921,20.539473684210527,102.0,101.0
19,sn000023,2018-04-30,52.512195121951216,511.9634146341464,8.712875121200009,15.69512195121951,1123.2912601626017,5.0,5.243902439024391,48.828100293604116,8.268342978290287,561.3502472668505,24.060975609756103,101.0,100.0
20,sn000023,2018-05-31,50.936507936507944,511.50793650793645,8.775877041299951,14.968253968253968,1090.0888888888894,5.0,5.253968253968254,46.18781356263165,5.533157072660215,592.4456059321018,26.34920634920635,100.0,97.0
21,sn000023,2018-06-30,49.38297872340426,510.3404255319149,8.989778030688543,15.127659574468085,1130.6960992907805,5.0,5.1063829787234045,43.43654216728488,5.81933943951922,616.2362661864098,26.659574468085108,97.0,101.0
22,sn000023,2018-07-31,48.20754716981133,510.60377358490564,8.921262591852159,14.60377358490566,1084.55,5.0,4.811320754716982,46.0160068836336,3.6346815043875287,638.8068490792527,26.547169811320753,101.0,97.0
23,sn000023,2018-08-31,47.29545454545455,509.52272727272725,9.251210910301817,13.75,1075.617803030303,5.0,4.954545454545454,47.786524195884226,7.514155569658931,662.5455189996462,28.15909090909091,97.0,96.0
24,sn000023,2018-09-30,49.86764705882353,511.1176470588235,9.40460742242692,13.926470588235292,1094.9267156862747,5.0,5.0588235294117645,42.064801967692716,9.179996553352424,684.8893088701111,25.132352941176467,96.0,98.0
25,sn000023,2018-10-31,46.404761904761905,508.9523809523809,8.9068793087655,14.952380952380953,1086.1571428571428,5.0,4.571428571428571,42.29640251747297,7.872194495446372,709.3818436343324,23.309523809523807,98.0,97.0
26,sn000023,2018-11-30,46.92156862745098,505.78431372549016,9.129484233921039,14.392156862745097,1083.095751633987,5.0,5.117647058823528,36.210611178980386,4.3487698196431515,729.038670032777,21.058823529411768,97.0,97.0
27,sn000023,2018-12-31,45.555555555555564,506.95555555555563,9.113267311845744,14.911111111111113,1123.087777777778,5.0,5.5555555555555545,36.725284274089496,9.532093558481844,748.7614099301593,20.422222222222217,97.0,100.0
28,sn000023,2019-01-31,47.53571428571429,508.57142857142856,8.769068031334731,15.214285714285715,1077.385714285714,5.0,5.214285714285714,34.915311456827055,8.640711152186464,770.4443878820413,19.732142857142858,100.0,96.0
29,sn000023,2019-02-28,48.368421052631575,507.2894736842105,8.805149132908625,14.68421052631579,1060.810964912281,5.0,5.815789473684211,32.888565876129164,6.0988058759692025,789.2509987943935,19.84210526315789,96.0,95.0
30,sn000023,2019-03-31,46.547619047619044,504.28571428571433,8.901154174772595,15.333333333333336,1129.7452380952384,5.0,6.261904761904763,35.5904569972362,8.130144810749716,806.1411190175592,21.261904761904766,95.0,101.0
31,sn000023,2019-04-30,48.88,508.2,8.202544855449661,16.52,1110.1460000000004,5.0,6.4,47.20676039938613,5.600258928273343,823.2817343206967,22.8,101.0,99.0
