,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000056,2016-10-31,51.44680851063829,512.3617021276596,8.966604772917762,15.425531914893615,1164.4595744680855,5.0,5.7659574468085095,45.67260991452046,7.959601882098584,13.361148400499895,29.36170212765957,94.0,100.0
2,sn000056,2016-11-30,51.2,511.88571428571436,8.889547591273045,14.871428571428574,1111.5507142857148,5.0,5.457142857142856,50.758027571026155,8.13650562172913,31.653568008292872,29.057142857142853,100.0,95.0
3,sn000056,2016-12-31,52.67272727272727,513.0727272727273,9.657113900344267,14.654545454545454,1190.285757575758,5.0,5.781818181818182,52.817356638090814,7.591721949239098,55.940666204227746,29.163636363636364,95.0,102.0
4,sn000056,2017-01-31,49.31111111111111,511.4888888888889,9.307821575330603,14.388888888888891,1127.3687037037034,5.0,4.833333333333333,54.456676914485705,6.586460686400825,85.31032189331894,29.855555555555554,102.0,97.0
5,sn000056,2017-02-28,50.67058823529411,512.2823529411763,9.273982539267456,14.870588235294118,1164.058627450981,5.0,5.541176470588236,37.99511421480958,10.83771647834225,118.76718486529987,29.776470588235288,97.0,100.0
6,sn000056,2017-03-31,51.92063492063492,512.5714285714286,9.932640225476362,14.746031746031745,1227.5243386243385,5.0,5.730158730158731,38.12221321710887,7.878920772862947,155.65872981311563,29.25396825396825,100.0,105.0
7,sn000056,2017-04-30,51.771428571428565,512.1571428571428,9.242944028664683,15.485714285714286,1197.592142857143,5.0,5.971428571428572,44.52156852514256,6.992581525245099,186.73294423727864,28.942857142857147,105.0,103.0
8,sn000056,2017-05-31,52.63218390804597,512.5632183908046,9.043696414991043,15.310344827586205,1162.829118773947,5.0,5.908045977011494,40.95319655855939,9.352586489445317,217.4666650451449,28.724137931034484,103.0,100.0
9,sn000056,2017-06-30,50.618421052631575,511.9473684210528,9.306873275041626,15.63157894736842,1216.3453947368425,5.0,5.947368421052633,42.88442875063446,6.526878903125887,244.66314280239442,29.73684210526316,100.0,104.0
10,sn000056,2017-07-31,50.88888888888889,512.015873015873,9.771741371966932,14.444444444444445,1166.840211640212,5.0,5.6984126984126995,41.475098296752904,9.725937237463484,270.22963484067367,29.968253968253972,104.0,100.0
11,sn000056,2017-08-31,52.228571428571435,513.0285714285715,9.303218027456246,15.4,1199.5685714285714,5.0,5.914285714285715,33.70276900618847,4.700958865513952,295.686846337438,29.542857142857148,100.0,103.0
12,sn000056,2017-09-30,49.59574468085106,510.91489361702133,9.578869117194195,14.617021276595745,1183.0872340425535,5.0,5.74468085106383,51.956465123223936,9.668744591547023,317.49982287159537,29.82978723404255,103.0,102.0
13,sn000056,2017-10-31,48.6,509.8285714285714,10.190437929104206,14.314285714285715,1184.1457142857146,5.0,5.628571428571429,50.27782678736832,5.72325387133905,342.1539664020053,30.0,102.0,102.0
14,sn000056,2017-11-30,48.44,510.38,9.247627067425627,14.62,1117.8906666666667,5.0,5.56,56.48137082959384,6.810466922169678,370.28771705560837,30.2,102.0,96.0
15,sn000056,2017-12-31,52.11666666666667,512.8,9.725337892227596,14.666666666666664,1191.5672222222227,5.0,5.9833333333333325,45.670187049762255,6.138563424791857,396.005118060479,30.066666666666666,96.0,102.0
16,sn000056,2018-01-31,46.77049180327869,509.93442622950823,8.55514708752154,15.688524590163937,1116.6863387978142,5.0,5.590163934426229,31.69715478702008,5.496556353924411,420.6490608814613,29.98360655737705,102.0,96.0
17,sn000056,2018-02-28,52.83333333333334,512.4166666666666,10.57526260504202,13.583333333333336,1184.393055555556,5.0,7.333333333333332,48.92511920347328,11.195007779482827,439.6010888049798,29.25,96.0,102.0
18,sn000056,2018-03-31,51.74418604651163,512.6744186046511,9.918275583285839,14.13953488372093,1139.4224806201548,5.0,5.5813953488372094,54.78164203487961,5.4297621141736645,455.1640186721223,29.86046511627907,102.0,98.0
19,sn000056,2018-04-30,52.511627906976734,512.5116279069767,9.508558257202473,15.023255813953488,1165.797674418605,5.0,5.627906976744187,49.830302180997904,8.02662055629415,482.5166700656881,28.790697674418613,98.0,100.0
20,sn000056,2018-05-31,52.87301587301587,513.0634920634919,9.48844474745182,15.666666666666664,1222.0470899470904,5.0,5.825396825396825,46.66603125709385,5.7315301522695705,508.1058839893982,29.17460317460317,100.0,105.0
