,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000044,2016-10-31,52.02,510.68,9.18045147336324,14.88,1130.8190000000004,5.0,5.32,35.779804487386244,4.577997605975176,15.404075762787846,25.7,101.0,100.0
2,sn000044,2016-11-30,52.72131147540984,511.14754098360663,9.34842878442901,14.540983606557374,1138.3325136612025,5.0,5.311475409836065,45.5899787944167,7.421338315524631,37.55634146095488,25.442622950819672,100.0,101.0
3,sn000044,2016-12-31,51.361111111111114,506.35185185185196,9.309526319268961,14.018518518518519,1101.147530864198,5.0,5.37962962962963,42.662466675672654,9.882784266185633,66.51588533331004,25.046296296296298,101.0,97.0
4,sn000044,2017-01-31,50.77777777777778,512.2129629629628,9.230878461342645,13.972222222222221,1094.1021604938271,5.0,5.185185185185184,43.87381502147346,9.977829073751742,100.72921332177894,24.11111111111111,97.0,97.0
5,sn000044,2017-02-28,51.367924528301884,510.6132075471698,9.366718839887909,14.377358490566039,1144.0507861635222,5.0,5.339622641509433,44.011085496966885,11.085230757636767,132.32530540104275,24.29245283018868,97.0,101.0
6,sn000044,2017-03-31,52.10666666666667,508.26666666666665,8.94423325531633,15.2,1124.061555555556,5.0,4.76,43.190669456090795,7.9308204160937485,170.99436775961104,24.84,101.0,99.0
7,sn000044,2017-04-30,51.25,511.59722222222223,9.014758300046852,15.055555555555555,1128.448148148148,5.0,5.361111111111111,47.48284001591307,9.636600248089016,202.95167799023602,24.70833333333333,99.0,100.0
8,sn000044,2017-05-31,51.755555555555546,511.02222222222224,8.995730139838756,15.222222222222221,1146.94037037037,5.0,5.622222222222222,35.16251696550252,10.277525952933763,233.0338879837764,26.23333333333333,100.0,101.0
9,sn000044,2017-06-30,50.48648648648647,511.7702702702703,9.384892959080263,14.864864864864865,1175.442792792793,5.0,5.3108108108108105,38.20338404945926,6.884848765944351,262.9233958244363,26.864864864864863,101.0,104.0
10,sn000044,2017-07-31,49.298507462686565,511.1343283582089,9.167380476943118,14.82089552238806,1140.3659203980098,5.0,4.940298507462686,32.75464121974991,5.610044304927553,291.8527095993415,26.970149253731346,104.0,101.0
