,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
1,sn000067,2016-10-31,51.488372093023266,510.74418604651163,9.280822114362145,15.023255813953488,1153.652325581396,5.0,6.232558139534883,42.28405342703602,5.003212755012951,13.643317045325873,23.72093023255814,97.0,100.0
2,sn000067,2016-11-30,51.97872340425533,511.9787234042552,9.530908235918183,14.936170212765957,1187.5950354609927,5.0,5.723404255319148,53.08251984042697,4.732585499272451,33.004188403542905,24.63829787234043,100.0,103.0
3,sn000067,2016-12-31,51.74157303370786,511.2584269662921,9.483267699840736,14.01123595505618,1128.66329588015,5.0,5.808988764044943,50.42456050523178,8.392271362112862,60.997944025995494,23.97752808988764,103.0,98.0
4,sn000067,2017-01-31,51.10476190476191,510.20952380952383,9.168457564934123,14.447619047619048,1110.924126984127,5.0,5.228571428571429,50.09512409326271,8.943624844071973,92.20625122488444,22.647619047619052,98.0,96.0
5,sn000067,2017-02-28,52.26086956521739,511.2282608695652,9.618529853060746,14.630434782608695,1188.0190217391307,5.0,6.3478260869565215,42.372607836228354,8.752092476257543,121.29599379567502,23.58695652173913,96.0,103.0
6,sn000067,2017-03-31,52.514705882352935,512.4264705882351,9.312926174089071,15.485294117647056,1211.1176470588236,5.0,6.117647058823528,36.31457944052228,6.153839348463413,158.6520951192183,25.014705882352942,103.0,105.0
7,sn000067,2017-04-30,53.467289719626166,513.0467289719627,9.209417303264805,15.11214953271028,1174.7317757009343,5.0,6.009345794392522,44.81497104591864,9.401779200392383,190.98994839022427,25.971962616822427,105.0,102.0
8,sn000067,2017-05-31,52.075,512.825,9.40790697772944,14.7375,1176.6400000000006,5.0,6.1625,41.00505285377892,9.43191551549835,219.98379074332703,27.425,102.0,102.0
9,sn000067,2017-06-30,50.95833333333334,511.8055555555555,9.333157176500826,15.069444444444445,1188.0287037037035,5.0,6.0555555555555545,42.05842825576063,7.914657191388841,248.93057224295242,28.16666666666667,102.0,103.0
10,sn000067,2017-07-31,49.79032258064516,510.88709677419365,9.347893783009383,14.725806451612904,1148.8790322580646,5.0,5.983870967741934,43.30471827711124,8.233643737726862,278.223765172372,28.483870967741932,103.0,100.0
11,sn000067,2017-08-31,50.5,511.6923076923077,9.01788481671936,15.153846153846152,1157.6083333333338,5.0,5.346153846153847,43.481522487654274,2.177245419088012,301.19769287600536,27.884615384615387,100.0,100.0
12,sn000067,2017-09-30,50.06153846153846,510.5538461538462,9.604096602066123,14.215384615384615,1129.8948717948722,5.0,5.630769230769231,47.915804557480136,8.227268498377937,323.5452401063556,25.04615384615385,100.0,98.0
13,sn000067,2017-10-31,49.20833333333334,509.41666666666674,9.295212116816217,14.833333333333336,1123.9350694444447,5.0,5.1875,48.22153157608675,7.1595728197197275,352.023847591486,24.875,98.0,97.0
14,sn000067,2017-11-30,49.54545454545455,506.1818181818182,10.081635273520297,13.727272727272727,1123.8151515151517,5.0,7.0,43.144577367757634,6.010066626182384,377.68147983914815,23.45454545454545,97.0,97.0
15,sn000067,2017-12-31,52.08219178082192,516.3972602739726,9.334899919391386,14.780821917808215,1166.7643835616436,5.0,6.958904109589041,49.1037010940154,7.33881851654691,404.48800371273177,22.02739726027397,97.0,101.0
16,sn000067,2018-01-31,52.62962962962962,512.1111111111112,8.786084140429256,15.518518518518519,1166.7595679012352,5.0,6.185185185185184,30.57597042267337,5.60668973568604,428.81785329422513,21.66666666666667,101.0,101.0
17,sn000067,2018-02-28,52.72727272727273,509.0545454545455,9.698494719778141,14.181818181818182,1141.2218181818184,5.0,6.4,44.696796850544565,5.419820299262256,455.4054884503975,22.0,101.0,99.0
18,sn000067,2018-03-31,53.982456140350884,509.0350877192983,9.52783951240675,14.87719298245614,1150.5511695906434,5.0,5.824561403508773,47.99479489782381,5.7354056702120975,484.5611405368112,22.684210526315788,99.0,100.0
19,sn000067,2018-04-30,52.8,513.1230769230771,9.512639988150827,14.93846153846154,1176.3153846153846,5.0,5.892307692307693,53.690869641596485,7.335374295835358,514.0862328167846,25.615384615384613,100.0,102.0
20,sn000067,2018-05-31,47.21153846153846,510.32692307692315,9.178348779207614,14.807692307692307,1144.4519230769233,5.0,6.038461538461537,34.45764899940072,8.076240659354674,542.0378436901647,27.44230769230769,102.0,99.0
21,sn000067,2018-06-30,47.85245901639344,510.327868852459,8.816543842280533,15.229508196721312,1130.561475409836,5.0,5.147540983606556,44.85652260300646,7.074473672360687,562.4687576956927,27.57377049180328,99.0,98.0
22,sn000067,2018-07-31,49.84,510.88,9.339404125286476,14.6,1141.3146666666667,5.0,5.88,46.61957144637722,6.458637723861071,579.1081960762972,29.56,98.0,99.0
23,sn000067,2018-08-31,50.21276595744681,511.74468085106383,9.480502115045292,14.361702127659573,1155.9429078014184,5.0,5.617021276595745,36.48139955828541,9.124810117271313,595.0701565450393,29.97872340425532,99.0,100.0
24,sn000067,2018-09-30,51.184615384615384,511.7846153846154,8.976334735593436,14.830769230769231,1113.5576923076926,5.0,5.569230769230769,57.95296541503601,4.731124691918298,616.1649374676609,28.01538461538461,100.0,97.0
25,sn000067,2018-10-31,48.32075471698114,509.7735849056604,9.022651631152923,15.320754716981131,1143.9654088050315,5.0,5.528301886792454,38.96093323016797,5.684830931911483,642.6163779679098,25.47169811320755,97.0,99.0
26,sn000067,2018-11-30,47.392156862745104,507.64705882352933,8.670419003249997,15.352941176470587,1108.2356209150328,5.0,6.254901960784314,37.51508145128842,6.783053956690709,661.9026996344005,22.882352941176467,99.0,96.0
27,sn000067,2018-12-31,45.3265306122449,505.06122448979585,8.71561525988956,14.89795918367347,1081.6319727891162,5.0,6.142857142857142,33.770215467095014,6.0667959926183475,681.2491909460663,22.73469387755102,96.0,94.0
28,sn000067,2019-01-31,47.02083333333334,506.89583333333326,9.455707480673512,14.833333333333336,1136.3003472222224,5.0,5.708333333333332,39.627979617336976,4.817127906369973,702.0468019887036,21.08333333333333,94.0,99.0
29,sn000067,2019-02-28,50.0625,508.1875,8.58783156343141,15.5,1091.6083333333336,5.0,6.28125,33.65812850754296,7.739932990312487,720.2386364973572,22.8125,99.0,95.0
30,sn000067,2019-03-31,48.42857142857143,507.25,8.963569374678226,15.321428571428573,1152.4029761904762,5.0,6.107142857142858,57.1729641481484,4.91043158492767,739.2780024570235,23.892857142857146,95.0,100.0
31,sn000067,2019-04-30,49.88,509.88,8.930947787964815,15.28,1126.832666666667,5.0,5.56,42.71118351711007,2.60688915765776,758.5929830222361,25.52,100.0,98.0
